MOOD,MOOD_NOTE,support_message
bahagia,"Saya merasa orang-orang menggunakannya lebih dari yang seharusnya dan menikmati sensasi saat kata itu terucap dengan mudah, tapi itu tidak masalah bagi saya.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
cemas,Saya merasa ragu akan manfaat dari terus-menerus atau dengan sungguh-sungguh memposting di blog ini seperti yang saya lakukan selama setahun terakhir.,"Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,Aku hanya merasa iri dengan kepercayaan diri yang mereka miliki.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
cemas,"Beberapa hari yang lalu saya merasa tidak enak badan, dan perasaan itu hilang beberapa menit setelah saya minum metformin.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
marah,ketika seorang teman menjatuhkan katak ke leherku,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Aku merasa marah pada seseorang, tapi aku melakukan sesuatu yang baik untuknya dan perasaanku terhadapnya melunak.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
bahagia,"Aku suka mengabaikan blog ini, tapi terkadang aku merasa kasihan pada para pembaca setiaku.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
sedih,"Aku berbaring di tempat tidur, merasa seolah sedang menunggu tamu yang tidak diinginkan. Namun, aku berkata pada diriku sendiri bahwa aku kuat dan memikirkan hal-hal baik sampai aku merasa lebih baik.","Aku tahu beban yang lagi kamu pikul ini berat banget, dan kamu udah berusaha sebaik mungkin. Jangan ragu buat cerita kapan pun kamu butuh teman, karena kamu selalu punya tempat buat bersandar."
marah,Aku merasa hatiku tersiksa oleh apa yang telah kulakukan.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
sedih,"Aku masih merasa sedih dan tegang, jadi Maggie mentraktirku es krim dan menonton film.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
sedih,"Aku merasa butuh tapi nyaman dengan itu, aku merasa rentan tapi aman, aku merasakan dorongan untuk orgasme hebat tapi aku tidak mendapatkan kelegaan.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
sedih,"Saya menulis dalam jurnal tentang kecenderungan saya untuk terkadang terlalu banyak mengambil komitmen, yang dapat membuat saya merasa lelah dan kewalahan.","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
sedih,Saya memulai pagi ini dengan perasaan putus asa.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
cemas,Aku merasa kesal pada diriku sendiri karena tidak mengantisipasi kekecewaannya lebih awal yang menyebabkan berakhirnya hubungan kami.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
marah,"Aku menangkapnya di udara, bingkainya yang halus terasa dingin saat disentuh.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,Aku marah pada pacarku yang sudah berjanji akan datang menemuiku tetapi tidak datang karena dia menghabiskan malam bersama teman-temannya.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
bahagia,"Aku benci kenyataan bahwa aku duduk di sini di hostel menulis ini dan merasa baik-baik saja, lalu ketika sampai di rumah, yang ada hanyalah aku, masalahku, dan tembok penghalang.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,"Saya berolahraga, saya merasa berenergi, dan saya mampu mengerjakan tugas-tugas lain dengan sangat baik.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
cemas,"Aku melihat Mabel pagi ini. Aku menamai payudara kiriku Mabel, yang kanan Hazel, dan aku merasakan campuran aneh antara amarah dan kehilangan, tulis Valerie kurang dari sebulan setelah diagnosisnya.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
sedih,Aku merasa sangat kecewa dengan semua ini.,"Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Kasih waktu buat dirimu pulih, besok kita coba langkah kecil lagi karena aku yakin kamu pasti bisa."
bahagia,"Saya merasa bahwa masukan dari saya akan dinilai kurang berpengaruh dibandingkan dengan, misalnya, masukan dari Irfan Pathan.","Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,Saya merasa dia murah hati.,"Seru banget! Momen manis kayak gini emang paling pas buat disyukuri dan dirayain bareng-bareng. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
cemas,Aku bahkan merasa sedikit gemetar.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
bahagia,"Meskipun kedengarannya tidak, aku merasa lebih baik.","Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
sedih,"Aku selalu merasa gelisah saat kami sedang tur di jalan, tinggal di dalam van atau, belakangan ini, di dalam bus sirkus, tak punya tempat untuk menggantung topi, seperti lirik lagu itu.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
bahagia,Saya merasa dunia kita saat itu jauh lebih polos.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,Saya merasa sangat berbudi luhur meskipun perjalanan harian ke tempat sampah kompos bukanlah pengalaman yang paling menyenangkan.,"Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
cemas,Aku sama sekali tidak merasakan sesuatu yang mencurigakan.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
sedih,Aku merasa sedikit sentimental hari ini.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
bahagia,"Saya merasa sudah mengenal sebagian besar dari mereka sekarang dan mulai mengembangkan kesukaan dan ketidaksukaan saya, meskipun saya tidak menyukai pengusiran mendadak itu, rasanya cukup sia-sia. Yang pertama pergi kembali lagi dan dua teman web sama sekali tidak memberikan dampak apa pun pada saya, jadi mereka tidak akan dirindukan.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
sedih,Aku merasa tidak terlalu banyak mengeluh sejak matahari muncul di daerah San Francisco ini.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
bahagia,mendapatkan teman baru yang luar biasa,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
sedih,"Saya merasa hampir malu menyebutkan satu-satunya burung redshank dan common sandpiper, tetapi siapa yang tidak ingin menyebutkan satu-satunya burung wood sandpiper yang ada di tepi perairan?","Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
marah,Aku tahu mudah untuk merasa sedikit iri padaku dan aku tidak bisa melarangmu untuk merasa seperti itu.,"Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
sedih,Aku akan merasa sangat buruk jika dia ada di sini sepanjang waktu ini.,"Dengar ceritamu, aku bisa ngerasain betapa melelahkannya situasi yang lagi kamu hadapin sekarang. Kamu nggak sendirian ngelewatin ini, aku ada di sini buat nemenin kamu pelan-pelan bangkit lagi ya."
bahagia,Saya merasa sangat tertipu oleh seseorang yang benar-benar saya kenal dan sukai.,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Jangan lupa kasih *reward* buat dirimu sendiri ya, kamu pantes dapetin semua kebahagiaan ini."
sedih,Aku merasa kita manusia memang ditakdirkan untuk binasa.,"Nggak apa-apa kalau kamu butuh waktu buat nangis atau istirahat sebentar dari semuanya. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
cemas,"Aku harus mengeceknya lagi dalam beberapa menit, tapi ada jam di atas layar yang terus menghitung mundur menit yang tersisa, jadi aku merasa sedikit panik.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
sedih,"Aku memang tidur nyenyak, tapi kalau aku bisa memilih untuk tidak dibangunkan oleh alarm, aku pasti akan memilih itu daripada apa pun. Alarm membuatku merasa sangat mengantuk.","Aku ngerti banget ini masa yang berat buat kamu, dan gapapa kok kalau hari ini kamu ngerasa capek. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
sedih,Aku merasa bosan selama beberapa minggu terakhir dan agak murung karena hari-hari hujan.,"Aku ngerti banget ini masa yang berat buat kamu, dan gapapa kok kalau hari ini kamu ngerasa capek. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
bahagia,Saya merasa informasi ini sangat penting untuk melanjutkan aktivitas Anda dan Anda belum lengkap sampai Anda membacanya.,"Segala kerja keras dan perjuanganmu akhirnya kebayar lunas ya, aku bangga banget sama kamu! Aku bakal selalu ada buat ikut bersorak di setiap keberhasilanmu, terus tebar energi positif ini ya!"
bahagia,"Aku sedang bermurah hati hari ini, ini satu lagi yang mungkin sudah pernah kalian lihat tapi tetap bisa bikin tertawa.","Wah, ikut seneng banget dengar kabar baik dari kamu hari ini, senyummu nular banget! Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
sedih,"Saya akan merasa canggung jika tiba-tiba menelepon salah satu dari orang-orang ini untuk sekadar nongkrong atau lebih tepatnya untuk mengenal mereka lebih dalam, karena mereka bukan kerabat saya.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Meskipun sekarang rasanya gelap banget, pelan-pelan pasti bakal ada titik terangnya kok, semangat ya!"
marah,Saya tidak suka perasaan yang saya dapatkan ketika seseorang sedikit tersinggung oleh komentar sepintas yang saya lontarkan.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,"Aku mengerti, Crumble, tapi terima kasih karena kau merasa perlu mengatakan bahwa akulah yang kacau.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
bahagia,"Saya mengendalikan pertumbuhan bisnis ini dan setiap kali saya memposting pekerjaan untuk klien, saya merasa semakin bertekad untuk menjadikannya bisnis penuh waktu suatu hari nanti.","Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Nikmatin perasaan damai dan seneng ini sepuasnya, semoga kebahagiaan ini menetap lama di hatimu."
cemas,"Saat aku hamil Dean, aku menghabiskan sisa kehamilanku dengan perasaan takut untuk memiliki bayi lagi.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
marah,"Sebenarnya aku merasa gelisah, yang menyebabkan hari yang buruk kemarin di mana aku tidak bisa berkonsentrasi pada apa pun dan pada dasarnya menghabiskan hari dengan sia-sia.","Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
sedih,"Saya memiliki gangguan makan, dan saya akan memberi tahu Anda bahwa saya tahu saya seharusnya tidak merasa malu karena makan protein bar untuk sarapan, dan fakta bahwa saya memakannya bukanlah yang membuat saya malu, tetapi fakta bahwa saya tidak berhasil membuatnya yang membuat saya menundukkan kepala dan menarik ekor.","Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
bahagia,"Aku merasa berseri-seri, cerah, berprestasi, dan bahagia.","Alhamdulillah! Denger cerita bahagiamu bikin aku ikut ngerasain energi positif yang luar biasa. Semoga hari-harimu ke depan makin banyak kejutan seru dan keberuntungan kayak gini ya, terus semangat!"
bahagia,Saya merasa magnet kulkas yang sangat populer beberapa tahun lalu,"Pencapaianmu ini luar biasa, kamu emang pantas banget buat ngerayain momen seru ini. Jadikan momen bahagia ini energi tambahan buat ngejar mimpi-mimpimu yang lebih besar lagi, selamat ya!"
sedih,Aku merasa sangat kekurangan sentuhan fisik setelah semua yang terjadi.,"Wajar banget kalau kamu merasa hancur atau kecewa, perasaan sedihmu itu valid kok. Peluk jauh dari sini, semoga hari esok bisa ngasih sedikit rasa lega buat hatimu yang lagi capek."
cemas,Aku merasa cemas sekaligus sangat bersemangat tentang hal itu.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
